Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
ing app koppelen,83,83,390,94.1,1.33,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.02,135000,"[54,54,81,100,54,54,44,66,66,54,66,66]",1591452054,"Image pack, Reviews, Video, Video Carousel, FAQ"
customer journey social,83,83,50,67.07,0.00,https://socialbrothers.nl/portf/een-efficientere-customer-journey-voor-bloomreach/,0,0,0.00,0,491000000,"[0,100,0,0,100,100,0,100,100,0,100,0]",1589513878,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
spar leuth,83,83,260,82.89,0.40,https://socialbrothers.nl/social-brothers-gaat-voedselverspilling-tegen-met-spar/,0,0,0.00,0.01,80,"[81,81,81,81,66,81,66,66,100,53,81,100]",1591422245,"Knowledge panel, Image pack, Site links, Reviews, Video"
amazon komt naar nederland,83,83,210,86.47,0.62,https://socialbrothers.nl/hoe-spannend-is-het-eigenlijk-dat-amazon-naar-nederland-komt/,0,0,0.00,0.06,3690000,"[3,2,2,3,2,3,16,44,24,100,67,36]",1591480132,"Featured snippet, Video Carousel, FAQ"
blog aanmelden bij google,83,83,50,67.52,0.00,https://socialbrothers.nl/de-macht-van-google-2/,0,0,0.00,0,17400000,"[0,0,14,100,0,0,14,0,14,14,100,14]",1591229315,"Site links, Reviews, FAQ"
de wereldbol restaurant,83,83,90,76.25,0.00,https://socialbrothers.nl/ballonnen-met-internet/globe/,0,0,0.00,0,323000,"[33,0,0,0,0,100,0,0,33,33,67,0]",1589398467,"Local pack, Image pack, Reviews, Video"
toko enkhuizen,83,83,170,79.2,0.00,https://socialbrothers.nl/portf/tennis-toko/,0,0,0.00,0,85,"[67,52,81,43,67,81,67,67,67,81,100,100]",1589697900,"Local pack, Image pack, Reviews, Video"
ing betalen met iphone,83,0,390,93.1,3.89,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.16,183000,"[16,30,100,45,11,7,24,24,6,3,4,11]",1591563574,"Image pack, Reviews, Video, AdWords top, Video Carousel"
app voedselverspilling,83,83,260,83.51,0.25,https://socialbrothers.nl/social-brothers-gaat-voedselverspilling-tegen-met-spar/,0,0,0.00,0.26,95000,"[17,17,9,11,14,17,100,21,9,48,21,11]",1591142478,"Site links, Reviews, AdWords top, Video Carousel"
wanneer amazon nl,83,83,50,83.97,0.00,https://socialbrothers.nl/hoe-spannend-is-het-eigenlijk-dat-amazon-naar-nederland-komt/,0,0,0.00,0.06,9100000,"[0,0,0,0,0,0,0,0,0,0,50,100]",1591145450,"Site links, Reviews, Featured snippet, FAQ"
icon fotografie,83,83,40,66.65,0.00,https://socialbrothers.nl/dienst/video-en-fotografie/,0,0,0.00,0,39700000,"[20,0,40,40,20,40,20,100,20,60,20,60]",1591211287,"Image pack, Reviews, Video, FAQ"
cross icon facebook,83,83,90,81.68,0.00,https://socialbrothers.nl/waar-moet-ik-opletten-bij-cross-domain-tracking/,0,0,0.00,0,873000000,"[0,0,0,0,0,0,100,0,100,0,0,0]",1590342814,"Image pack, Site links"
voedselverspilling app,83,83,390,83.1,0.35,https://socialbrothers.nl/social-brothers-gaat-voedselverspilling-tegen-met-spar/,0,0,0.00,0.33,79000,"[21,26,21,17,32,32,88,32,21,100,26,17]",1591285903,"Image pack, Reviews, Featured snippet, Video Carousel"
online assistant app,83,83,70,82.53,0.00,https://socialbrothers.nl/hoe-lanceer-ik-een-voice-app/voice-assistant-apps-blog_1200x630/,0,0,0.00,0,1110000000,"[0,0,0,0,0,0,0,50,0,100,0,0]",1590821819,"Reviews, Video, FAQ"
makkelijker,84,84,480,87.63,0.00,https://socialbrothers.nl/spar-university-maakt-het-leven-makkelijker/,0,0,0.00,0.01,12800000,"[81,81,81,66,66,100,100,100,81,100,81,100]",1591269628,"Image pack, Reviews, Video, Video Carousel"
grab nederland taxi,84,84,70,77.55,0.00,https://socialbrothers.nl/portf/spar-university-de-grab-en-go-studentenformule/,0,0,0.00,0,90,"[71,14,71,14,100,71,29,14,14,14,29,14]",1588778859,"Image pack, Site links, Reviews, AdWords bottom"
waar rijdt uber in nederland,84,84,50,81.77,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.05,83,"[56,11,11,11,33,22,11,11,78,11,100,11]",1589443018,"Image pack, Reviews, Featured snippet"
customer journey webshop,84,84,50,66.02,1.32,https://socialbrothers.nl/portf/een-efficientere-customer-journey-voor-bloomreach/,0,0,0.00,0.12,371000,"[100,100,100,100,100,100,100,100,100,100,100,100]",1590067940,"Image pack, Reviews"
touch tell sell,84,84,320,61.94,0.00,https://socialbrothers.nl/portf/abp-en-realitycheck-nl-succesvolle-social-mediacampagne/,0,0,0.00,0,626000000,"[67,67,67,67,67,82,100,82,67,82,82,100]",1591335574,"Image pack, Reviews, FAQ"
wet dba,84,74,3600,79.43,0.25,https://socialbrothers.nl/portf/wet-dba-peanuts/,0,0,0.00,0.12,13800000,"[66,66,66,55,55,82,100,100,82,100,82,66]",1591536470,"Knowledge panel, Site links, Reviews"
t mobile logo svg,84,56,90,58.06,0.00,https://socialbrothers.nl/parkmobile-scoort-punten-met-communicatieblunder/,0,0,0.00,0.14,86,"[0,43,14,14,71,0,14,14,14,29,14,100]",1591535441,Image pack
vr bril the voice,84,84,50,70.76,0.00,https://socialbrothers.nl/5-redenen-om-nu-in-te-stappen-in-virtual-reality/,0,0,0.00,0.9,278000,"[14,0,0,29,0,14,14,14,0,14,71,100]",1590678481,"Image pack, Reviews, Shopping ads, Video Carousel"
amazon nederland wanneer,84,84,320,85.27,0.16,https://socialbrothers.nl/hoe-spannend-is-het-eigenlijk-dat-amazon-naar-nederland-komt/,0,0,0.00,0.08,2390000,"[3,3,5,3,2,1,0,3,1,9,20,100]",1591139125,"Reviews, Featured snippet, AdWords top, FAQ"
betalen met je telefoon,84,0,1900,84.87,1.11,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.29,29800000,"[67,79,67,100,42,100,79,100,79,79,67,79]",1591564736,"Image pack, Site links, Reviews, Featured snippet, Video Carousel, FAQ"
hoe maak je een virtual reality bril,85,85,50,68.94,0.00,https://socialbrothers.nl/mixed-reality-hololens/,0,0,0.00,0,728000,"[20,100,20,0,40,20,0,20,0,20,20,0]",1590979861,"Image pack, Reviews, Featured snippet, Video Carousel"
ing nfc betalen,85,85,140,91.33,1.66,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.03,22100,"[35,54,65,100,54,42,27,42,65,42,35,19]",1588617163,"Image pack, Reviews, Video, Video Carousel"
verschillende cms systemen,85,85,40,68.33,1.65,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0.4,1710000,"[25,25,25,25,25,25,25,25,25,100,100,25]",1588926098,"Reviews, Featured snippet"
keyword onderzoek,85,85,40,69.86,1.17,https://socialbrothers.nl/hoe-doe-je-seo-onderzoek-een-stap-voor-stapgids/,0,0,0.00,0.23,1260000,"[25,50,25,25,50,100,25,25,25,25,25,25]",1591023355,"Reviews, Video Carousel, FAQ"
seo landingspagina,85,85,40,53.7,1.55,https://socialbrothers.nl/portf/beter-vindbaar-een-landingspagina/,0,0,0.00,0.11,57600,"[43,14,14,14,14,29,14,14,14,100,14,14]",1590449515,"Site links, Reviews, AdWords bottom, FAQ"
oude vrienden zoeken op internet,86,86,40,74.8,0.00,https://socialbrothers.nl/social-media-vs-real-life/,0,0,0.00,0.14,5490000,"[25,75,75,50,25,100,50,75,50,25,25,25]",1590813273,"Image pack, Reviews"
rabobank wallet,86,86,320,86.66,1.40,https://socialbrothers.nl/jouw-smartphone-als-pinpas/rabo_wallet_phone/,0,0,0.00,0.02,351000,"[24,24,44,54,54,81,100,100,44,54,44,44]",1591137718,"Image pack, Site links, Reviews, Video Carousel"
google employer branding,86,86,40,64,0.00,https://socialbrothers.nl/waarom-een-sterke-employer-branding-onmisbaar-is/,0,0,0.00,0.86,39000000,"[14,57,14,14,0,43,100,14,14,0,29,29]",1590446426,"Reviews, Featured snippet, AdWords top, Video Carousel, FAQ"
snapchat locatie filter bedrijf,86,86,140,64.95,1.20,https://socialbrothers.nl/creeer-je-eigen-ar-lenzen-voor-snapchat-met-lens-studio/,0,0,0.00,0.06,57400,"[0,4,15,19,23,100,35,35,35,29,35,29]",1589319504,"Image pack, Reviews, Video, Featured snippet"
rabobank contactloos betalen met mobiel,86,86,70,86.99,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,15000,"[40,20,20,20,20,20,40,80,100,20,20,20]",1590068205,"Site links, Reviews, Video Carousel"
leadfeeder integrations,86,86,40,63.26,0.00,https://socialbrothers.nl/maak-van-elke-websitebezoeker-een-saleslead-met-leadfeeder/,0,0,0.00,0.43,89,"[40,100,0,100,20,40,0,0,0,0,20,40]",1590061945,"Image pack, Site links, Reviews, AdWords bottom, Video Carousel"
social branding,87,87,210,64.48,0.95,https://socialbrothers.nl/dienst/vormgeving-branding/,0,0,0.00,0.16,477000000,"[81,100,81,65,65,42,81,81,100,65,100,65]",1589265393,"Image pack, Reviews"
digital agency rotterdam,87,87,260,57.6,2.68,https://socialbrothers.nl/digital-agency-social-brothers-krijgt-een-wordpress-broertje-wp-brothers/,0,0,0.00,0.62,7620000,"[44,100,67,44,44,44,44,44,44,67,67,54]",1591136084,"Local pack, Reviews, AdWords bottom, Video Carousel"
social business nederland,87,87,70,71.57,0.00,https://socialbrothers.nl/,0,0,0.00,0,165000000,"[14,0,0,29,57,0,0,14,14,100,14,0]",1589043288,"Knowledge panel, Image pack, Reviews"
ben de haan,87,87,260,73.56,0.00,https://socialbrothers.nl/even-voorstellen-projectmanager-sophie-de-haan/,0,0,0.00,0,16300000,"[44,54,67,67,67,54,67,54,100,67,54,54]",1591283127,"Knowledge panel, Image pack, Reviews"
laptop geluid harder,88,88,50,87.63,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,129000,"[25,25,75,25,25,25,25,100,100,25,50,25]",1591027970,"Image pack, Reviews, Video"
smile cms,88,88,50,57.59,0.00,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0,93,"[0,0,0,0,0,50,0,50,0,100,0,0]",1588977380,"Image pack, Reviews, Video"
met je mobiel betalen rabobank,88,88,90,89.86,2.45,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.1,209000,"[11,11,100,11,11,33,11,11,44,22,22,44]",1591308548,"Site links, Reviews, Video Carousel"
ander woord voor content,88,88,40,75.06,0.00,https://socialbrothers.nl/onze-seo-expert-aan-het-woord-over-technische-seo/,0,0,0.00,0,9660000,"[40,40,20,20,20,20,20,60,80,20,100,20]",1591107078,"Reviews, Video, Featured snippet"
google ballonnen,88,88,50,90.81,0.00,https://socialbrothers.nl/ballonnen-met-internet/,0,0,0.00,0,707000,"[0,50,25,0,25,100,75,25,25,25,25,0]",1588638715,"Local pack, Image pack, Site links, Reviews, Video, Shopping ads"
seo marketing experts,88,88,70,55.46,0.00,https://socialbrothers.nl/onze-seo-expert-aan-het-woord-over-technische-seo/,0,0,0.00,0.86,90400000,"[75,100,25,25,0,0,75,25,25,50,25,25]",1589690639,"Knowledge panel, Reviews, AdWords bottom, FAQ"
contactloos betalen rabobank telefoon,88,88,50,86.88,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.04,11800,"[25,25,100,100,75,25,50,25,25,25,25,25]",1590384665,"Site links, Reviews, Video Carousel"
wat is google analytics,88,88,260,70.23,0.28,https://socialbrothers.nl/google-analytics-waar-kijk-je-naar/,0,0,0.00,0.03,39000000,"[66,66,66,44,44,100,100,100,66,100,100,66]",1591471585,"Knowledge panel, Site links, Reviews"
native marketing betekenis,89,89,50,65.69,0.00,https://socialbrothers.nl/3-voorspellingen-chatbots-2018/,0,0,0.00,0,107000,"[14,0,100,0,0,14,0,14,0,57,0,0]",1591268545,"Image pack, Reviews, Featured snippet"
social core,89,0,70,73.44,0.00,https://socialbrothers.nl/de-10-geboden-voor-een-veilige-wordpress-website/coretheme/,0,0,0.00,0,1940000000,"[29,14,71,0,100,14,0,14,0,14,0,14]",1591531137,"Site links, Reviews, Video Carousel"
offline social media,89,89,40,61.84,0.00,https://socialbrothers.nl/online-onderscheiden-doe-je-offline/,0,0,0.00,0,499000000,"[33,100,33,67,67,33,33,67,67,33,33,33]",1589380129,"Image pack, Site links, Reviews, Video Carousel"
iphone contactloos betalen ing,89,89,90,91.17,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.11,12500,"[44,11,56,11,11,11,22,11,11,100,11,11]",1590661045,"Site links, Reviews, Video Carousel"
augmented reality contacts,89,89,50,65.23,0.00,https://socialbrothers.nl/hoe-kan-je-augmented-reality-ar-toepassen-in-je-marketing/,0,0,0.00,0,94100000,"[0,0,0,0,0,0,100,33,0,0,0,0]",1590777553,"Reviews, Video, Featured snippet, Video Carousel"
mailchimp kosten,89,89,170,57.65,3.40,https://socialbrothers.nl/mailchimp-opschoning-debuut-b-v/,0,0,0.00,0.43,168000,"[67,52,81,81,52,81,100,100,81,81,100,81]",1588866888,"Site links, Reviews, Featured snippet, AdWords top"
virtual reality informatie,90,90,50,71.03,0.00,https://socialbrothers.nl/hoe-augmented-reality-wereld-gaat-veranderen/,0,0,0.00,0,4570000,"[25,25,100,50,25,25,25,75,100,25,25,0]",1588887732,"Knowledge panel, Site links, Reviews, Video Carousel"
spar internet,90,90,70,77.55,0.00,https://socialbrothers.nl/social-brothers-gaat-voedselverspilling-tegen-met-spar/,0,0,0.00,0.29,60300000,"[14,14,14,29,100,14,0,14,71,0,14,43]",1591444829,"Site links, Reviews, FAQ"
betalen met telefoon rabobank,90,90,880,89.78,1.84,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.1,329000,"[30,45,100,77,68,77,77,100,77,77,55,68]",1591473056,"Site links, Reviews, Video Carousel"
restaurant marketing trends,90,90,50,53.5,0.00,https://socialbrothers.nl/wat-maakt-een-goede-werken-bij-website-2/,0,0,0.00,0,88400000,"[100,0,0,14,0,43,0,0,14,0,0,14]",1591029913,"Site links, Reviews, Video, FAQ"
met telefoon betalen rabobank,90,90,170,89.29,1.61,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.08,370000,"[16,16,34,81,81,66,100,100,100,53,22,44]",1590878955,"Site links, Reviews, Video Carousel"
cms wat is dat,90,90,70,64.2,0.00,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0,19000000,"[20,20,20,20,20,20,20,20,20,20,60,100]",1589366280,"Knowledge panel, Reviews"
ons tinder,90,90,170,80.79,0.71,https://socialbrothers.nl/instagram-met-een-tinder-ervaring/,0,0,0.00,0.02,4060000,"[54,42,65,100,100,100,65,81,54,54,65,54]",1590492318,"Reviews, Video, Video Carousel, FAQ"
voorbeeld chatbot,90,90,70,66.04,1.72,https://socialbrothers.nl/chatbot-development-is-de-toekomst/,0,0,0.00,0.24,63900,"[100,11,11,22,11,11,11,11,11,11,11,11]",1588967156,"Image pack, Site links, AdWords top, Video Carousel, FAQ"
adidas brothers,90,90,50,83.08,0.00,https://socialbrothers.nl/messi-verdwijnt-van-tv/,0,0,0.00,0.24,28300000,"[25,25,25,75,25,25,100,75,25,50,25,25]",1591208791,"Site links, Reviews, Featured snippet, Video Carousel"
icon rabobank,91,91,70,76.2,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/rabo_wallet_phone/,0,0,0.00,0,744000,"[14,29,14,14,29,14,100,14,29,14,14,14]",1591222614,"Image pack, Reviews, Tweet"
sluit coolblue wasmachine aan,91,91,70,83.7,0.00,https://socialbrothers.nl/hoe-spannend-is-het-eigenlijk-dat-amazon-naar-nederland-komt/,0,0,0.00,0.29,36700,"[0,0,0,0,14,14,14,57,14,100,14,14]",1590071715,"Image pack, Site links, Reviews, Video, Featured snippet, AdWords top, FAQ"
beveiliging bankpas,91,91,40,86.79,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.93,27600,"[25,25,100,25,25,0,25,25,25,50,25,25]",1589962419,"Image pack, Reviews, Video, Shopping ads, FAQ"
instagram logo maken,91,91,50,73.39,0.17,https://socialbrothers.nl/5-sociale-media-om-zetten-privecommunicatie/instagram-logo/,0,0,0.00,0.08,71300000,"[22,11,11,78,78,56,11,78,11,11,11,100]",1589445335,"Image pack, Site links, Reviews, Video Carousel, FAQ"
tennis winkel online,91,91,40,66.47,0.26,https://socialbrothers.nl/portf/tennis-toko/,0,0,0.00,1,4540000,"[11,11,22,11,11,11,100,11,33,11,44,11]",1591004356,"Local pack, Site links, Reviews, Shopping ads, FAQ"
in orde,91,82,880,80,0.00,https://socialbrothers.nl/10-simpele-tips-om-je-website-in-orde-te-hebben-in-coronatijd/,0,0,0.00,0.03,45200000,"[63,100,63,37,37,45,81,45,45,63,37,45]",1591537795,Reviews
google de,92,92,18100,86.32,0.00,https://socialbrothers.nl/de-macht-van-google-2/,0,0,0.00,0.01,95,"[100,100,100,100,100,82,100,100,82,100,82,82]",1591465605,"Top stories, Image pack, Site links, Reviews, FAQ"
rabo betalen zonder pincode,92,92,50,92.71,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0,14200,"[100,25,25,0,25,75,0,25,25,25,25,0]",1589237768,"Reviews, Video, Featured snippet, Video Carousel, FAQ"
the tinder blog,92,92,70,74.07,0.00,https://socialbrothers.nl/instagram-met-een-tinder-ervaring/,0,0,0.00,0,75200000,"[0,0,0,11,11,11,78,0,100,11,11,11]",1590463961,"Knowledge panel, Site links, Video"
macht,92,0,1900,92.36,0.00,https://socialbrothers.nl/de-macht-van-google-2/,0,0,0.00,0.01,490000000,"[45,55,55,34,34,100,100,100,66,83,83,100]",1591551815,"Instant answer, Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
123 wordpress,92,92,90,63.26,0.00,https://socialbrothers.nl/uw-wordpress-website-updaten/,0,0,0.00,0,215000000,"[0,0,0,0,0,29,0,14,0,0,100,0]",1590972388,"Image pack, Reviews, Video Carousel"
employer brand proposition,92,92,90,66.25,2.36,https://socialbrothers.nl/waarom-een-sterke-employer-branding-onmisbaar-is/,0,0,0.00,0.31,11100000,"[14,14,100,14,14,43,14,14,14,14,14,14]",1589669548,"Knowledge panel, Reviews, Video Carousel, People also ask"
growth hacking,92,92,3600,73.87,1.71,https://socialbrothers.nl/data-marketing-en-growth-hacking-zo-doe-je-dat/,0,0,0.00,0.4,46200000,"[82,82,82,82,82,100,100,82,66,82,82,82]",1591466930,"Knowledge panel, Site links, Reviews, Featured snippet, Video Carousel, FAQ"
beste gratis cms,92,92,90,65.58,0.00,https://socialbrothers.nl/cms-systeem-kiezen/,0,0,0.00,0,4970000,"[50,50,0,50,50,100,50,50,0,0,50,0]",1588760999,"Image pack, Site links, Reviews, Featured snippet"
minimalistische website 2019,93,93,70,62.38,0.00,https://socialbrothers.nl/portf/minimalistisch-maar-persoonlijk/,0,0,0.00,0,8340000,"[0,0,0,0,0,0,0,0,0,100,0,14]",1589763305,"Image pack, Site links, Reviews, FAQ"
hoe betalen met uber,93,93,40,88.96,0.00,https://socialbrothers.nl/uber-utrecht-mijn-eerste-keer/,0,0,0.00,0.04,348000,"[100,14,14,14,14,29,14,14,14,14,29,14]",1588747697,"Reviews, Featured snippet, FAQ"
logo logo social media,93,93,70,74.39,0.00,https://socialbrothers.nl/,0,0,0.00,0,8060000000,"[0,100,0,0,0,0,100,0,100,0,0,0]",1588964158,"Image pack, Site links"
growth hacking nederland,93,93,90,75.91,2.71,https://socialbrothers.nl/data-marketing-en-growth-hacking-zo-doe-je-dat/,0,0,0.00,0.51,1910000,"[57,14,14,14,57,14,14,14,71,100,14,14]",1590987098,"Site links, Reviews, FAQ"
buitenspeelgoed bart smit,93,93,40,78.08,0.00,https://socialbrothers.nl/6-conversieverhogende-technieken/schermafdruk-2016-11-10-10-24-18/,0,0,0.00,1,59600,"[100,25,25,100,50,0,0,0,50,0,0,100]",1590230256,"Image pack, Reviews, Shopping ads, FAQ"
rabobank met telefoon betalen,93,93,140,89.71,2.53,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.21,323000,"[24,24,24,100,100,52,43,100,100,43,67,43]",1588552793,"Site links, Reviews, Video Carousel"
инстаграм бизнес,93,93,50,70.19,0.00,https://socialbrothers.nl/het-is-zover-instagram-business/,0,0,0.00,0,7530000000,"[0,100,33,33,33,0,0,0,100,0,33,0]",1590453248,"Image pack, Reviews, Video Carousel, FAQ"
geluid van de laptop doet het niet meer,93,93,50,70,0.00,https://socialbrothers.nl/wat-als-jouw-macbook-volume-niet-omhoog-kan/,0,0,0.00,0,3700000,"[50,25,0,0,0,100,75,0,25,100,25,25]",1590961556,"Image pack, Reviews, Video Carousel"
wat als disney,93,93,70,81.89,0.00,https://socialbrothers.nl/hoe-disney-world-een-it-inspiratie-werd/,0,0,0.00,0,14200000,"[20,0,0,0,100,0,0,20,0,40,0,0]",1590616724,"Reviews, Video Carousel, FAQ"
arie boomsma gescheiden,93,93,40,87.84,0.00,https://socialbrothers.nl/koffiemoment-met-andrew/,0,0,0.00,0.12,6670,"[100,50,50,50,50,50,50,50,100,50,50,50]",1591207320,"Image pack, Site links, Video"
met mobiel betalen iphone,93,93,50,87.11,0.00,https://socialbrothers.nl/jouw-smartphone-als-pinpas/,0,0,0.00,0.04,872000,"[0,0,50,25,25,25,100,25,0,25,25,50]",1588549001,"Reviews, Video, Featured snippet, AdWords top, Video Carousel"
werving & selectie,94,94,320,73.74,1.60,https://socialbrothers.nl/de-perfecte-website-werving-selectie/,0,0,0.00,0.1,3740000,"[100,100,100,82,67,67,82,67,67,82,82,100]",1591138253,"Local pack, Site links, Reviews"
macht van een macht,94,94,90,84.84,0.00,https://socialbrothers.nl/de-macht-van-google-2/,0,0,0.00,0,434000000,"[60,20,40,20,100,20,40,20,20,20,20,20]",1588740046,"Site links, Reviews, Video, Featured snippet"
lisa kookt,94,94,50,65.01,0.06,https://socialbrothers.nl/even-voorstellen-lisa-pot/,0,0,0.00,0.08,53,"[0,0,0,0,0,0,0,100,12,6,18,6]",1589495819,"Image pack, Reviews, Image, AdWords top, Video Carousel"
deezer spotify,94,94,320,80.34,0.93,https://socialbrothers.nl/spotify-vs-apple-music-en-de-rest/,0,0,0.00,0.08,56700000,"[82,100,82,67,100,82,82,82,100,100,82,82]",1591136674,"Site links, Reviews, Video Carousel"
wat kost een virtual reality bril,94,94,40,81.58,0.22,https://socialbrothers.nl/5-redenen-om-nu-in-te-stappen-in-virtual-reality/,0,0,0.00,1,687000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1590957834,"Site links, Reviews, Featured snippet, Shopping ads, Video Carousel, FAQ"
information icon,94,95,590,74.81,0.00,https://socialbrothers.nl/hoe-augmented-reality-wereld-gaat-veranderen/information-icon-3/,0,0,0.00,0,8070000000,"[24,30,44,55,55,82,82,82,55,82,67,100]",1591518929,"Knowledge panel, Video Carousel"
